@relation pac-man
@attribute ronda_tick NUMERIC
@attribute width NUMERIC
@attribute height NUMERIC
@attribute pmanPosX NUMERIC
@attribute pmanPosY NUMERIC
@attribute legalWest {None, West}
@attribute legalStop {None, Stop}
@attribute legalEast {None, East}
@attribute legalNorth {None, North}
@attribute legalSouth {None, South}
@attribute direction {Stop,West,East,North,South}
@attribute numAgents NUMERIC
@attribute livingG_0 {True,False}
@attribute livingG_1 {True,False}
@attribute livingG_2 {True,False}
@attribute livingG_3 {True,False}
@attribute livingG_4 {True,False}
@attribute g1posX NUMERIC
@attribute g1posY NUMERIC
@attribute g2posX NUMERIC
@attribute g2posY NUMERIC
@attribute g3posX NUMERIC
@attribute g3posY NUMERIC
@attribute g4posX NUMERIC
@attribute g4posY NUMERIC
@attribute g1dir {Stop,West,East,North,South}
@attribute g2dir {Stop,West,East,North,South}
@attribute g3dir {Stop,West,East,North,South}
@attribute g4dir {Stop,West,East,North,South}
@attribute g1dist NUMERIC
@attribute g2dist NUMERIC
@attribute g3dist NUMERIC
@attribute g4dist NUMERIC
@attribute numFood NUMERIC
@attribute nearestFood NUMERIC
@attribute score NUMERIC
@attribute scoreSiguiente NUMERIC
@attribute action {Stop,West,East,North,South}

@data
39,27,20,11,6,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,361,North,360
40,27,20,11,7,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,360,North,359
41,27,20,11,8,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,359,North,358
42,27,20,11,9,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,358,North,357
43,27,20,11,10,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,357,North,356
44,27,20,11,11,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,356,North,355
45,27,20,11,12,West,Stop,East,None,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,355,East,354
47,27,20,13,12,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,353,East,352
48,27,20,14,12,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,352,North,351
49,27,20,14,13,None,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,351,North,350
50,27,20,14,14,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,350,East,349
53,27,20,17,14,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,347,East,346
54,27,20,18,14,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,346,East,345
55,27,20,19,14,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,345,East,344
56,27,20,20,14,West,Stop,None,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,344,North,343
57,27,20,20,15,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,343,East,342
59,27,20,22,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,341,East,340
60,27,20,23,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,340,East,339
61,27,20,24,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,339,East,338
62,27,20,25,15,West,Stop,None,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,338,South,337
63,27,20,25,14,West,Stop,None,North,South,South,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,337,South,536
65,27,20,25,14,West,Stop,None,North,South,North,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,535,North,534
66,27,20,25,15,West,Stop,None,North,South,North,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,534,West,533
67,27,20,24,15,West,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,533,West,532
68,27,20,23,15,West,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,532,West,531
69,27,20,22,15,West,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,531,West,530
71,27,20,20,15,None,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,529,South,528
72,27,20,20,14,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,528,South,527
73,27,20,20,13,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,527,South,526
74,27,20,20,12,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,526,South,525
75,27,20,20,11,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,525,South,524
79,27,20,23,10,West,Stop,East,North,South,East,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,521,South,520
80,27,20,23,9,None,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,520,South,519
81,27,20,23,8,West,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,519,South,518
82,27,20,23,7,None,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,518,South,517
83,27,20,23,6,West,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,517,West,516
86,27,20,20,6,West,Stop,East,None,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,514,West,513
87,27,20,19,6,West,Stop,East,None,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,513,West,512
88,27,20,18,6,West,Stop,East,None,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,512,West,711
1,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-1,Stop,-2
2,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-2,Stop,-3
3,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-3,South,-4
4,27,20,1,17,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,12,12,12,12,0,-1,-4,South,-5
5,27,20,1,16,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,11,11,11,11,0,-1,-5,South,-6
6,27,20,1,15,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,10,10,10,10,0,-1,-6,South,-7
7,27,20,1,14,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,9,9,9,9,0,-1,-7,South,-8
8,27,20,1,13,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,8,8,8,8,0,-1,-8,South,-9
9,27,20,1,12,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,7,7,7,7,0,-1,-9,South,-10
10,27,20,1,11,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,6,6,6,6,0,-1,-10,South,-11
11,27,20,1,10,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,5,5,5,5,0,-1,-11,South,-12
12,27,20,1,9,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,4,4,4,4,0,-1,-12,South,-13
13,27,20,1,8,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,5,5,5,5,0,-1,-13,South,-14
14,27,20,1,7,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,6,6,6,6,0,-1,-14,South,-15
15,27,20,1,6,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,7,7,7,7,0,-1,-15,East,-16
16,27,20,2,6,West,Stop,East,None,South,East,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,6,6,6,6,0,-1,-16,East,-17
17,27,20,3,6,West,Stop,East,North,South,East,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,5,5,5,5,0,-1,-17,East,-18
18,27,20,4,6,West,Stop,East,North,South,East,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,4,4,4,4,0,-1,-18,North,-19
19,27,20,4,7,West,Stop,East,North,South,North,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,3,3,3,3,0,-1,-19,North,-20
20,27,20,4,8,West,Stop,East,North,South,North,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,2,2,2,2,0,-1,-20,North,-21
21,27,20,4,9,West,Stop,East,North,South,North,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,1,1,1,1,0,-1,-21,East,178
22,27,20,5,9,West,Stop,East,North,South,East,4,False,False,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,178,East,177
23,27,20,6,9,West,Stop,None,North,South,East,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,177,South,176
24,27,20,6,8,West,Stop,None,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,176,South,175
25,27,20,6,7,West,Stop,None,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,175,South,174
28,27,20,8,6,West,Stop,East,North,South,East,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,172,South,171
29,27,20,8,5,None,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,171,South,170
30,27,20,8,4,None,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,170,South,169
35,27,20,11,4,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,365,North,364
36,27,20,11,5,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,364,North,363
37,27,20,11,6,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,363,North,362
38,27,20,11,7,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,362,North,361
39,27,20,11,8,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,361,North,360
40,27,20,11,9,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,360,North,359
41,27,20,11,10,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,359,North,358
42,27,20,11,11,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,358,North,357
43,27,20,11,12,West,Stop,East,None,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,357,East,356
45,27,20,13,12,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,355,East,354
46,27,20,14,12,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,354,South,353
47,27,20,14,11,West,Stop,East,North,South,South,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,353,South,352
48,27,20,14,10,West,Stop,East,North,South,South,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,352,South,351
49,27,20,14,9,West,Stop,None,North,South,South,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,351,South,350
50,27,20,14,8,West,Stop,East,North,South,South,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,350,South,349
51,27,20,14,7,West,Stop,None,North,South,South,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,349,South,348
52,27,20,14,6,West,Stop,East,North,South,South,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,348,East,347
55,27,20,17,6,West,Stop,East,None,South,East,4,False,False,False,False,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,545,West,544
58,27,20,14,6,West,Stop,East,North,South,West,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,542,North,541
59,27,20,14,7,West,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,541,North,540
60,27,20,14,8,West,Stop,East,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,540,North,539
61,27,20,14,9,West,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,539,North,538
62,27,20,14,10,West,Stop,East,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,538,East,537
66,27,20,17,11,West,Stop,East,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,534,North,533
67,27,20,17,12,West,Stop,East,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,533,East,532
68,27,20,18,12,West,Stop,East,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,532,North,531
69,27,20,18,13,West,Stop,East,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,531,North,530
70,27,20,18,14,West,Stop,East,None,South,North,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,530,East,529
71,27,20,19,14,West,Stop,East,None,South,East,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,529,East,528
72,27,20,20,14,West,Stop,None,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,528,North,527
73,27,20,20,15,None,Stop,East,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,527,East,526
75,27,20,22,15,West,Stop,East,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,525,East,524
76,27,20,23,15,West,Stop,East,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,524,East,523
77,27,20,24,15,West,Stop,East,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,523,East,522
78,27,20,25,15,West,Stop,None,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,522,South,521
79,27,20,25,14,West,Stop,None,North,South,South,4,False,False,False,False,True,1,1,3,1,5,1,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,521,South,720
6,28,27,12,2,None,Stop,None,North,South,North,4,False,True,True,True,True,12,13,14,13,15,15,15,13,West,East,East,West,11,11,11,11,226,1,294,North,393
7,28,27,12,3,West,Stop,None,None,South,North,4,False,True,True,True,True,13,13,13,13,16,15,14,13,East,West,East,West,11,11,11,11,225,1,393,West,492
11,28,27,9,4,None,Stop,None,North,South,North,4,False,True,True,True,True,14,13,15,13,14,15,14,15,East,East,West,North,14,14,14,14,221,1,789,North,888
12,28,27,9,5,None,Stop,None,North,South,North,4,False,True,True,True,True,13,13,14,13,14,14,15,15,West,West,South,East,12,12,12,12,220,1,888,North,987
13,28,27,9,6,West,Stop,East,None,South,North,4,False,True,True,True,True,14,13,14,14,14,14,14,15,East,North,South,West,12,12,12,12,219,1,987,West,1086
16,28,27,6,6,None,Stop,East,North,South,West,4,False,True,True,True,True,12,13,16,15,14,15,15,15,West,East,East,South,13,13,13,13,216,1,1284,North,1383
17,28,27,6,7,None,Stop,None,North,South,North,4,False,True,True,True,True,12,13,15,15,14,14,16,15,West,West,South,East,12,12,12,12,215,1,1383,North,1482
18,28,27,6,8,None,Stop,None,North,South,North,4,False,True,True,True,True,13,13,14,15,14,13,15,15,East,West,South,West,12,12,12,12,214,1,1482,North,1581
19,28,27,6,9,West,Stop,East,North,South,North,4,False,True,True,True,True,12,13,15,15,15,13,15,16,West,East,East,North,10,10,10,10,213,1,1581,North,1680
20,28,27,6,10,None,Stop,None,North,South,North,4,False,True,True,True,True,13,13,15,16,15,13,15,16,East,North,East,North,10,10,10,10,212,1,1680,North,1779
21,28,27,6,11,None,Stop,None,North,South,North,4,False,True,True,True,True,12,13,15,17,16,13,15,16,West,North,East,North,8,8,8,8,211,1,1779,North,1878
22,28,27,6,12,None,Stop,None,North,South,North,4,False,True,True,True,True,12,13,15,17,15,13,15,15,West,North,West,South,7,7,7,7,210,1,1878,North,1977
23,28,27,6,13,West,Stop,East,North,South,North,4,False,True,True,True,True,12,13,15,16,15,13,14,15,West,South,West,West,6,6,6,6,209,1,1977,East,1976
25,28,27,8,13,West,Stop,None,North,South,East,4,False,True,True,True,True,13,13,16,15,13,13,14,15,East,East,West,East,5,5,5,5,209,3,1975,North,1974
26,28,27,8,14,None,Stop,None,North,South,North,4,False,True,True,True,True,12,13,16,15,13,13,14,14,West,East,West,South,5,5,5,5,209,2,1974,North,1973
27,28,27,8,15,None,Stop,East,None,South,North,4,False,True,True,True,True,11,13,16,15,13,14,13,14,West,East,North,West,5,5,5,5,209,2,1973,East,1972
32,28,27,13,15,West,Stop,East,None,South,East,4,False,True,True,False,True,13,14,15,15,6,1,13,13,West,West,East,South,1,1,1,1,209,4,2168,South,2367
33,28,27,13,14,None,Stop,East,North,South,South,4,False,True,True,False,False,14,14,15,15,7,1,13,14,East,West,East,Stop,1,1,1,1,209,5,2367,South,2366
6,28,27,12,2,None,Stop,None,North,South,North,4,False,True,True,True,True,11,13,13,13,15,13,17,13,West,East,East,Stop,12,12,12,12,226,1,294,North,393
7,28,27,12,3,West,Stop,None,None,South,North,4,False,True,True,True,True,11,13,12,13,15,13,16,13,West,West,East,West,11,11,11,11,225,1,393,West,492
11,28,27,9,4,None,Stop,None,North,South,North,4,False,True,True,True,True,12,13,11,13,14,13,16,13,West,West,South,East,12,12,12,12,221,1,789,North,888
12,28,27,9,5,None,Stop,None,North,South,North,4,False,True,True,True,True,12,13,11,13,14,14,17,13,West,West,North,East,11,11,11,11,220,1,888,North,987
13,28,27,9,6,West,Stop,East,None,South,North,4,False,True,True,True,True,11,13,12,13,14,15,17,13,West,East,North,East,9,9,9,9,219,1,987,West,1086
16,28,27,6,6,None,Stop,East,North,South,West,4,False,True,True,True,True,10,13,10,13,14,14,16,13,West,West,South,West,11,11,11,11,216,1,1284,North,1383
17,28,27,6,7,None,Stop,None,North,South,North,4,False,True,True,True,True,10,13,10,13,13,14,17,13,West,West,West,East,10,10,10,10,215,1,1383,North,1482
18,28,27,6,8,None,Stop,None,North,South,North,4,False,True,True,True,True,10,13,10,13,14,14,16,13,West,West,East,West,9,9,9,9,214,1,1482,North,1581
19,28,27,6,9,West,Stop,East,North,South,North,4,False,True,True,True,True,11,13,10,13,14,14,15,13,East,West,East,West,9,9,9,9,213,1,1581,North,1680
20,28,27,6,10,None,Stop,None,North,South,North,4,False,True,True,True,True,11,13,11,13,14,14,16,13,East,East,East,East,8,8,8,8,212,1,1680,North,1779
21,28,27,6,11,None,Stop,None,North,South,North,4,False,True,True,True,True,10,13,10,13,14,13,17,13,West,West,South,East,6,6,6,6,211,1,1779,North,1878
22,28,27,6,12,None,Stop,None,North,South,North,4,False,True,True,True,True,10,13,10,13,14,14,16,13,West,West,North,West,5,5,5,5,210,1,1878,North,1977
23,28,27,6,13,West,Stop,East,North,South,North,4,False,True,True,True,True,10,13,11,13,14,13,17,13,West,East,South,East,4,4,4,4,209,1,1977,East,1976
25,28,27,8,13,West,Stop,None,North,South,East,4,False,True,True,True,True,11,13,12,13,16,13,15,13,East,East,East,West,3,3,3,3,209,3,1975,North,1974
26,28,27,8,14,None,Stop,None,North,South,North,4,False,True,True,True,True,10,13,13,13,15,13,15,13,West,East,West,West,3,3,3,3,209,2,1974,North,1973
27,28,27,8,15,None,Stop,East,None,South,North,4,False,True,True,True,True,10,13,12,13,15,13,16,13,West,West,West,East,4,4,4,4,209,2,1973,East,1972
32,28,27,13,15,West,Stop,East,None,South,East,4,False,True,True,True,True,11,13,13,14,16,13,13,14,West,North,East,West,4,4,4,4,209,4,1968,East,1967
33,28,27,14,15,West,Stop,East,None,South,East,4,False,True,True,True,True,10,13,13,14,15,13,13,14,West,North,West,West,6,6,6,6,209,4,1967,South,2166
34,28,27,14,14,West,Stop,None,North,South,South,4,False,True,False,True,True,11,13,14,14,16,13,13,13,East,Stop,East,South,4,4,4,4,209,5,2166,West,2365
35,28,27,13,14,None,Stop,East,North,South,West,4,False,True,False,True,False,11,13,2,1,15,13,13,14,East,West,West,Stop,3,3,3,3,209,5,2365,Stop,2364
36,28,27,13,14,None,Stop,East,North,South,West,4,False,True,False,True,False,10,13,1,1,15,13,7,1,West,West,West,Stop,4,4,4,4,209,5,2364,South,2363
5,28,27,12,2,None,Stop,None,North,South,North,4,False,True,True,True,True,10,13,12,13,11,13,17,13,West,West,West,East,13,13,13,13,226,1,295,North,394
6,28,27,12,3,West,Stop,None,None,South,North,4,False,True,True,True,True,10,13,12,13,11,13,16,13,West,West,West,West,12,12,12,12,225,1,394,West,493
10,28,27,9,4,None,Stop,None,North,South,North,4,False,True,True,True,True,11,13,14,13,10,13,16,13,West,East,West,East,11,11,11,11,221,1,790,North,889
11,28,27,9,5,None,Stop,None,North,South,North,4,False,True,True,True,True,10,13,13,13,10,13,17,13,West,West,West,East,9,9,9,9,220,1,889,North,988
12,28,27,9,6,West,Stop,East,None,South,North,4,False,True,True,True,True,11,13,13,13,10,13,16,13,East,West,West,West,9,9,9,9,219,1,988,West,1087
15,28,27,6,6,None,Stop,East,North,South,West,4,False,True,True,True,True,14,13,11,13,11,13,16,13,East,West,East,West,15,15,15,15,216,1,1285,North,1384
16,28,27,6,7,None,Stop,None,North,South,North,4,False,True,True,True,True,15,13,12,13,12,13,16,13,East,East,East,West,15,15,15,15,215,1,1384,North,1483
17,28,27,6,8,None,Stop,None,North,South,North,4,False,True,True,True,True,16,13,11,13,13,13,16,13,East,West,East,West,15,15,15,15,214,1,1483,North,1582
18,28,27,6,9,West,Stop,East,North,South,North,4,False,True,True,True,True,16,13,11,13,13,13,16,13,East,West,East,West,14,14,14,14,213,1,1582,North,1681
19,28,27,6,10,None,Stop,None,North,South,North,4,False,True,True,True,True,17,13,10,13,13,14,17,13,East,West,North,East,14,14,14,14,212,1,1681,North,1780
20,28,27,6,11,None,Stop,None,North,South,North,4,False,True,True,True,True,17,13,10,13,14,14,16,13,East,West,East,West,13,13,13,13,211,1,1780,North,1879
